location,lats,longs
تهران،تهران،خیابان آرژانتین,51.41563027032777,35.737128914136186
تهران،تهران،شمس آباد  -  مجیدیه,51.4647315,35.7407122
البرز،کرج،پونک,50.9312946,35.8618948
البرز،کرج،کوی کارمندان جنوبی(کرج),50.9736242,35.8220154
تهران،تهران،شیخ صدوق,50.9565712,35.4750775
تهران،تهران،رشتیان,51.40896952430105,35.70537800786621
تهران،تهران،منیریه,51.401641,35.6811307
تهران،تهران،جهان نما(کرج),51.08156710574309,35.7551359
تهران،تهران،شهرک شهید آیت الله مدنی,51.44368531081026,35.80736238500242
تهران،تهران،باغ خزانه,51.3707078,35.6640407
البرز،کرج،دروازه دولت,51.426027481971964,35.70213154245494
البرز،کرج،میدان انقلاب,50.96612413350478,35.85848385
تهران،تهران،شهرک الهیه غرب,51.14677083288889,35.75445955
تهران،تهران،سعادت آباد,51.3781445,35.7860955
تهران،تهران،هاشمیه,51.3759413,35.6785958
تهران،تهران،انبارنفت,51.29777848635416,35.78100431443599
تهران،تهران،میدان ولیعصر,51.40705192461627,35.71163505
تهران،تهران،بزرگراه ارتش,51.5159534,35.7959115
تهران،تهران،پروین,51.5289991,35.7265732
تهران،تهران،تهران,51.3896004,35.6892523
تهران،تهران،لویزان  -  شیان,51.5021499,35.7770552
البرز،کرج،قلمستان(کرج),51.0067778,35.7905842
البرز،کرج،شهرک ۳۵۰ متری(کرج),50.935677601150225,35.85887943980174
تهران،تهران،گیشا,51.37714854413253,35.7364739
تهران،تهران،دیباجی,51.4606303,35.7803548
تهران،تهران،اتوبان باکری,51.29671459916343,35.74478686619995
تهران،تهران،هشت‌بهشت,51.400556254985275,35.71882336818368
تهران،تهران،میدان الغدیر,51.28883941342444,35.7506982
تهران،تهران،اوین,51.3942764,35.8000008
تهران،تهران،مصلی امام خمینی,51.4276116,35.7406933
البرز،کرج،جنت آباد,50.955955126153626,35.85804829307837
تهران،تهران،میدان امام خمینی,51.469585593128095,35.67851555
البرز،کرج،تهران,50.99895021041451,35.80457835
البرز،کرج،جمالزاده,51.38775582811943,35.69898911452022
تهران،تهران،مشتاق,51.4101301,35.7069388
تهران،تهران،نامجو,51.4477114,35.7090209
تهران،تهران،بلوار فردوس,51.3226877,35.7227499
البرز،کرج،هاشمی,50.9805549,35.8001107
تهران،تهران،شهرک الهیه,51.2418938,35.5739118
تهران،تهران،میدان هفت تیر,51.425899493061365,35.71598795
تهران،تهران،آزادی,51.4634035,35.6677023
تهران،تهران،یافت آباد,51.3493296,35.6569637
البرز،کرج،مصباح(کرج),51.00069085,35.8012269
تهران،تهران،کمیل,51.3800656,35.6813395
تهران،تهران،ادبیات,51.31744646767205,35.78255135
تهران،تهران،تجریش,51.428302,35.8035771
تهران،تهران،دارآباد,51.4978891,35.861468
تهران،تهران،نمایشگاه بین المللی تهران,51.4007488,35.787297
تهران،تهران،بزرگراه شهید خرازی,51.2474534,35.760622
البرز،کرج،شریعتی,51.0107589,35.8198989
تهران،تهران،منظریه(کرج),51.46861099996548,35.820584863400555
تهران،تهران،مفتح,51.3344385,35.6470528
البرز،کرج،ملارد(کرج),50.978678692501916,35.663627086938924
تهران،تهران،رباط,51.019315553944296,35.48980185
تهران،تهران،بعثت,51.4445887,35.6448382
تهران،تهران،کریمخان,51.4121734,35.7143134
تهران،تهران،اجاره دار,51.4425707,35.7057963
تهران،تهران،فدک,51.4756588,35.72658
تهران،تهران،دریا گوشه,51.25499408586979,36.02235605049507
البرز،کرج،شهر قدس(کرج),51.0587623,35.7573688
تهران،تهران،سربداران,51.4114369,35.722842
تهران،تهران،مطهری (منطقه ۱۵),57.0205035,30.2714049
تهران،تهران،فردوسی,51.419122,35.701545
تهران،تهران،بهاران 2/19,51.4628898,35.7891881
تهران،تهران،خیابان قزوین,51.3599026,35.6684393
البرز،کرج،دهقان ویلا(کرج),50.9633319,35.8258569
البرز،کرج،بلوار شهرداری(کرج),50.9822848,35.7950979
تهران،تهران،خیابان شهید بهشتی (عباس آباد),51.26089105887778,35.67129051052277
تهران،تهران،مهرویلا(کرج),50.9578298325731,35.81303515585471
البرز،کرج،شهرک فهمیده(کرج),50.9777137,35.7964535
تهران،تهران،فردیس(کرج),51.0901713,35.9492217
تهران،تهران،شاه عباسی(کرج),51.00199522615233,35.8103678969961
البرز،کرج،شهرک غرب,51.37276760170063,35.759439136706355
البرز،کرج،ملارد,51.0062959,35.7805362
تهران،تهران،هفت چنار,51.3690586,35.675202
البرز،کرج،کامیون داران(کرج),50.97480339339094,35.7896828
تهران،تهران،ابوذر (منطقه 17),51.4823778,35.6444629
البرز،کرج،بلوار فردوس,51.32018462430154,35.72323252458038
تهران،تهران،توحید,51.3782604,35.7006532
تهران،تهران،ایرانشهر,51.4224119,35.7083993
البرز،کرج،ستارخان,50.8577341,35.7776292
تهران،تهران،امام علی,51.4476355,35.782748
تهران،تهران،شهرک مخابرات,51.3584928,35.7934739
البرز،کرج،شهریار(کرج),51.0055747,35.759156
تهران،تهران،آذر یزدی,51.01539274669162,35.68366040690931
البرز،کرج،اکبر آباد(کرج),50.9027803,35.8290395
تهران،تهران،زنجان,51.3575005,35.7029622
تهران،تهران،اسلام شهر,51.2318676,35.5478513
تهران،تهران،میدان امام حسین,51.64056902674969,35.33178895
البرز،کرج،شیخ بهایی,51.39511752615117,35.76832001146016
تهران،تهران،تسلیحات,51.4727538,35.7195274
تهران،تهران،شاهین ویلا(کرج),50.942753123510414,35.86124575142632
تهران،تهران،بلوار رحمت,51.46905748012427,35.73268406313881
تهران،تهران،مطهری (منطقه ۷),51.4325887,35.7245071
تهران،تهران،سوهانک,51.5282046,35.8034133
تهران،تهران،دکتر هوشیار,51.3509136,35.6943854
البرز،کرج،شهرک اندیشه فاز 2(کرج),51.00009068854474,35.70101223483941
تهران،تهران،بلوار شفق,51.3722008,35.7667416
البرز،کرج،بازار,50.94256004916722,35.83599855
تهران،تهران،قصر,51.4486619,35.721316
تهران،تهران،قلهک,51.4381024,35.7728779
تهران،تهران،آرژانتین  -  ساعی,51.4106883,35.7425717
تهران،تهران،مدائن,51.4968439,35.7277237
تهران،تهران،بخارست,51.4155695,35.7356437
تهران،تهران،بلوار مطهری,51.5321562,35.7588147
تهران،تهران،میدان دانشگاه,51.3210208,35.7780561
البرز،کرج،فرحزاد,51.342370737532015,35.79061231426548
البرز،کرج،یافت آباد,51.31866718166129,35.66662888631428
البرز،کرج،کارخانه قند(کرج),50.98230999976137,35.8096716
تهران،تهران،مجیدیه شمالی,51.4779668,35.7564677
تهران،تهران،میدان قدس,51.1175248,35.7111626
تهران،تهران،جیحون,51.3631305,35.6979009
تهران،تهران،شهر جدید هشتگرد,50.726805179693585,35.98385886138417
تهران،تهران،قاسم‌أباد (شهرک غرب),51.0970241,35.5823882
تهران،تهران،رسالت,51.4735971,35.7306858
البرز،کرج،شهرک اکباتان,51.30171766377414,35.70972532476554
تهران،تهران،ناصرخسرو (منطقه4),51.42266721259695,35.68148653070699
تهران،تهران،چهارراه لشگر,51.3934822,35.6832385
تهران،تهران،مسکن مهر(دره گرم),51.06959112738725,35.76170735407774
تهران،تهران،سازمان برنامه,51.3001497,35.7285605
تهران،تهران،تهرانپارس (منطقه 8),51.5406682,35.7251286
تهران،تهران،آریا شهر,51.3375871,35.7224402
البرز،کرج،میدان اقبال,50.97284073096929,35.8335112219758
تهران،تهران،تهرانپارس (منطقه ۴),51.5406682,35.7251286
البرز،کرج،پاسداران,50.9380517,35.8643754
تهران،تهران،لشکر,51.4736924,35.6849409
تهران،تهران،سبلان,51.4645702,35.7182413
تهران،تهران،چهار باغ بالا,51.406643990051435,35.81242770902041
تهران،تهران،تحویلی,51.516507126093074,35.75190451393534
تهران،تهران،میدان خراسان,51.44560943014834,35.665396
تهران،تهران،نیروی هوایی,51.468471957356,35.7012019
تهران،تهران،بلوار کشاورز,51.397289,35.7086966
تهران،تهران،قنات کوثر,51.5334445,35.7633105
تهران،تهران،مشیریه,51.4796751,35.624493
البرز،کرج،فردیس(کرج),51.0025585,35.786678
تهران،تهران،آجودانیه,51.4801103,35.8004653
تهران،تهران،بهبودی,51.4801676,35.7140855
تهران،تهران،شهر جدید اندیشه(کرج),51.022236,35.708313
تهران،تهران،علم و صنعت,51.5092195,35.7412446
البرز،کرج،کرج - گوهردشت,50.9762084,35.8515688
البرز،کرج،حسن آباد(کرج),50.999704,35.849171
تهران،تهران،انقلاب(کرج),50.970653,35.829571
البرز،کرج،شهر جدید هشتگرد,50.722909,35.979807
تهران،تهران،مهران,51.4565244,35.7487797
تهران،تهران،خیابان حافظ,50.9906173,35.6867042
تهران،تهران،مینی سیتی,51.5080624,35.7974941
تهران،تهران،سی متری,51.5721113,35.4295279
تهران،تهران،جنت آباد,51.3074683,35.7570996
تهران،تهران،جاده قدیم کرج,51.2087527,35.693205
