,0
قم،قم،عطاران,3
تهران،تهران،بسیج,3
یزد،یزد،کوچه بیوک,3
تهران،تهران،نماز,3
البرز،کرج،صادقیه,3
آذربایجان شرقی،تبریز،کوچه باغ,3
یزد،یزد،بلوار آیت الله خامنه‌ای,3
اصفهان،اصفهان،ستارخان,3
تهران،تهران،پروین,3
قزوین،قزوین،سعادت آباد,3
خوزستان،اهواز،معین زاده,3
البرز،کرج،مبارک آباد,3
تهران،تهران،قاسم‌أباد (شهرک غرب),3
اصفهان،اصفهان،شاهین‌شهر (حومه),3
البرز،کرج،شهریار(کرج),3
البرز،کرج،بلوار مرزداران,3
آذربایجان شرقی،تبریز،عباسی,3
تهران،تهران،حافظیه,3
البرز،کرج،سرحد آباد(کرج),3
تهران،تهران،باجک (19 دی),3
خوزستان،اهواز،بهارستان,3
تهران،تهران،کوثر,3
همدان،همدان،میدان امامزاده عبدالله,3
فارس،شیراز،کوی زهرا,3
فارس،شیراز،مطهری,3
کرمان،کرمان،همتی فر,3
قم،قم،انقلاب (چهارمردان),3
تهران،تهران،مشهد,3
تهران،تهران،شهرک امام خمینی,3
خراسان رضوی،مشهد،گنبد‌سبز,3
قزوین،قزوین،سرتک,3
گیلان،رشت،فلکه گاز,3
اصفهان،اصفهان،سعادت آباد,3
البرز،کرج،آریا شهر,3
یزد،یزد،امام شهر -  ولی عصر,3
اصفهان،اصفهان،عسگریه,3
همدان،همدان،خیابان آیت الله طالقانی,3
فارس،شیراز،عفیف آباد,3
یزد،یزد،پروفسور حسابی,3
خراسان رضوی،مشهد،شهرک‌ شهید رجایی,3
تهران،تهران،قلمستان  -  برادران جوادیان,3
مازندران،آمل،چیتگر,3
تهران،تهران،منظریه(کرج),3
مازندران،سلمانشهر (متل قو)،متل قو,3
خوزستان،اهواز،رسالت شرق,3
اصفهان،اصفهان،اتوبان تهران کرج,3
البرز،کرج،شهرک اندیشه فاز 1(کرج),3
فارس،شیراز،سیاحتگر,3
کرمان،کرمان،بزرگراه یادگار امام,3
اصفهان،اصفهان،شهرری,3
تهران،تهران،مشکین دشت(کرج),3
فارس،شیراز،سینما سعدی,3
تهران،تهران،توحید,3
البرز،کرج،مفتح,3
البرز،کرج،قیطریه,3
کرمان،کرمان،شهاب,3
تهران،تهران،مارلیک(کرج),3
تهران،تهران،هاشمیه,3
تهران،تهران،انقلاب(کرج),3
فارس،شیراز،نیایش,3
گیلان،رشت،خ چمران,3
خوزستان،اهواز،شهرک دانشگاه,3
اصفهان،اصفهان،ملاصدرا,3
البرز،کرج،شاه عباسی(کرج),3
اصفهان،اصفهان،کوهستان,3
تهران،تهران،سه‌راه سیمین,3
تهران،تهران،قائم,3
تهران،تهران،خیابان بوسنی هرزگوین,3
گیلان،رشت،استقامت,3
تهران،تهران،بلوار شفق,3
آذربایجان شرقی،تبریز،قانون,3
گیلان،رشت،سام,3
تهران،تهران،بلوار رحمت,3
تهران،تهران،فاز 4 کوروش,3
آذربایجان شرقی،تبریز،مرزداران,3
خوزستان،اهواز،فاز 2 پادادشهر,3
فارس،شیراز،بعثت,3
اصفهان،اصفهان،زینبیه,3
آذربایجان شرقی،تبریز،پاستور جدید,3
قم،قم،کیوانفر,3
البرز،کرج،سایر مناطق (خارج شهر),3
تهران،تهران،شهر زیبا,3
خوزستان،اهواز،نیاوران,3
گیلان،رشت،جاده لاهیجان,3
تهران،تهران،شهرک بنفشه(کرج),3
فارس،شیراز،بلوار عدالت,3
اصفهان،اصفهان،دولت‌آباد,3
فارس،شیراز،پل غدیر,3
البرز،کرج،شهرک اندیشه فاز 2(کرج),3
آذربایجان شرقی،تبریز،خطیب,3
یزد،یزد،نعل اسبی,3
تهران،تهران،جاده سنگر,3
فارس،شیراز،فضیلت,3
فارس،شیراز،صدا و سیما,3
کردستان،سنندج،بهاران 4/19,3
اصفهان،اصفهان،معراج,3
آذربایجان شرقی،تبریز،ایستگاه راه آهن,2
تهران،تهران،شهرک وحدت(کرج),2
تهران،تهران،سپاهان‌شهر (حومه),2
تهران،تهران،میدان مصلی,2
فارس،شیراز،کوی دانشگاه,2
اصفهان،اصفهان،سپه سالار,2
خوزستان،اهواز،کوی آغاجری,2
خراسان رضوی،مشهد،طرق,2
اصفهان،اصفهان،شهید مدنی,2
گیلان،رشت،پل طالشان,2
خوزستان،اهواز،کوی دولت,2
اصفهان،اصفهان،پینارت,2
تهران،تهران،مرداویج ( بین میدان ازادی و فرایبورگ),2
تهران،تهران،شهید بهشتی,2
آذربایجان شرقی،تبریز،شهرک غرب,2
البرز،کرج،شهرک راه آهن,2
گیلان،رشت،لاکانی,2
تهران،تهران،رضا‌شهر,2
تهران،تهران،سرآسیاب مهرآباد,2
تهران،تهران،انارور (نوشهر),2
البرز،کرج،خیابان دماوند,2
کردستان،سنندج،فرودگاه,2
تهران،تهران،خیابان سباری,2
تهران،تهران،باغ خزانه,2
تهران،تهران،فکوری,2
گیلان،رشت،پاسداران,2
کرمان،رفسنجان،شهرک غرب,2
البرز،کرج،شهرک غرب,2
یزد،یزد،یعقوبی,2
یزد،یزد،منیریه,2
تهران،تهران،شهرک دژبان,2
تهران،تهران،صنایع (میرزای شیرازی),2
تهران،تهران،رباط,2
تهران،تهران،میدان 9 دی,2
فارس،شیراز،دینکان,2
تهران،تهران،صدرا فاز یک,2
البرز،کرج،چهارصد دستگاه(کرج),2
خراسان رضوی،مشهد،کلانتری,2
خوزستان،اهواز،کمپلو شمالی,2
گیلان،رشت،یخسازی,2
البرز،کرج،کامیون داران(کرج),2
اصفهان،اصفهان،ونک,2
خوزستان،اهواز،سعادت آباد,2
تهران،تهران،سایر مناطق (داخل شهر),2
تهران،تهران،هفت تیر(کرج),2
تهران،تهران،امام,2
تهران،تهران،سلطان منش,2
تهران،تهران،شاهین‌شهر (حومه),2
تهران،تهران،کلاکسر,2
البرز،کرج،شاهین (منطقه 5 ),2
البرز،کرج،پیروزی,2
مرکزی،اراک،نارمک,2
گیلان،رشت،سبزه میدان,2
قم،قم،گلزار,2
تهران،تهران،درختی(کرج),2
یزد،یزد،امام جعفر صادق,2
اصفهان،اصفهان،جلفا,2
آذربایجان شرقی،تبریز،دانشگاه تبریز,2
فارس،شیراز،کوی یاس,2
خوزستان،اهواز،عظیمیه(کرج),2
فارس،شیراز،شهرک رکن آباد,2
تهران،تهران،گلکار,2
آذربایجان شرقی،تبریز،اهراب,2
یزد،یزد،بلوار طالقانی,2
خراسان رضوی،مشهد،ابوذر (منطقه 15),2
کرمان،کرمان،بلوار آزادگان,2
یزد،یزد،امام حسین,2
خراسان رضوی،مشهد،بلوار ارتش شرق,2
کرمان،کرمان،خیابان ابوذر,2
البرز،کرج،فرگاز(کرج),2
اصفهان،اصفهان،کهندژ,2
کرمان،کرمان،بلوار سیدی,2
تهران،تهران،شیمی گیاه,2
اصفهان،اصفهان،لنبان,2
آذربایجان شرقی،تبریز،سیدخندان,2
تهران،تهران،شهرک کاظم بیکی,2
تهران،تهران،میدان رازی,2
اصفهان،اصفهان،نیایش,2
همدان،همدان،کوی اندیشه,2
فارس،شیراز،شهرک آرین,2
کرمان،کرمان،میدان آزادی,2
تهران،تهران،بهاران,2
اصفهان،اصفهان،نشاط,2
خراسان رضوی،مشهد،پاسداران,2
آذربایجان شرقی،تبریز،پل سنگی,2
تهران،تهران،چهارراه گلسار,2
خراسان رضوی،مشهد،میرداماد,2
آذربایجان شرقی،تبریز،آخونی,2
آذربایجان شرقی،تبریز،خیام,2
همدان،همدان،30 متری سعیدیه,2
تهران،تهران،شهر جدید اندیشه(کرج),2
مازندران،آمل،سعادت آباد,2
تهران،تهران،معالی آباد,2
البرز،کرج،بهداری,2
گیلان،رشت،فرمانیه,2
اصفهان،اصفهان،مهرآباد,2
قم،قم،هفت تیر,2
همدان،همدان،میدان مدرس,2
آذربایجان شرقی،تبریز،دردشت,2
اصفهان،اصفهان،عبد الرزاق,2
فارس،شیراز،بلوار نصر,2
تهران،تهران،خ لاهیجان,2
آذربایجان شرقی،تبریز،لاله غربی,2
همدان،همدان،میدان آرامگاه بوعلی سینا,2
اصفهان،اصفهان،اشراق,2
گیلان،رشت،سبلان,2
گیلان،رشت،فلسطین,2
تهران،تهران،زرهی,2
گیلان،رشت،جانبازان,2
کرمان،کرمان،شهرک شهید مطهری,2
قم،قم،اتوبان تهران کرج,2
خوزستان،اهواز،کوی مجاهد,2
فارس،شیراز،فخرآباد,2
کردستان،سنندج،مردوخ,2
اصفهان،اصفهان،هفتون,2
البرز،کرج،جیحون,2
فارس،شیراز،محراب,2
خراسان رضوی،مشهد،هروی,2
تهران،تهران،خیابان شهید بهشتی (عباس آباد),2
آذربایجان شرقی،تبریز،کسایی,2
همدان،همدان،امیرآباد,2
خراسان رضوی،مشهد،ونک,2
البرز،کرج،مجیدیه شمالی,2
خوزستان،اهواز،آخر آسفالت,2
آذربایجان شرقی،تبریز،بلوار دکتر حسابی,2
آذربایجان شرقی،تبریز،باغ شمال,2
گیلان،رشت،فردوس غرب,2
خراسان رضوی،مشهد،صارمی,2
البرز،کرج،کوی مدرس(کرج),2
البرز،کرج،سردار جنگل,2
خراسان رضوی،مشهد،گاندی,2
یزد،یزد،بلوار مطهری,2
یزد،یزد،اهرستان,2
تهران،تهران،ملک شهر,2
قم،قم،پیروزی,2
یزد،یزد،سید گلسرخ,2
تهران،تهران،کوی متخصصین,2
گیلان،رشت،نامجو,2
قم،قم،مدرس,2
البرز،هشتگرد و نظرآباد،فاز یک (شهر جدید هشتگرد),2
تهران،تهران،فرامرز عباسی,2
کردستان،سنندج،بهاران 3/19,2
تهران،تهران،کلاک(کرج),2
فارس،شیراز،فلسطین  -  انقلاب,2
گیلان،رشت،میدان توشیبا,2
البرز،کرج،شهرک وحدت,2
اصفهان،اصفهان،دروازه شیراز,2
خوزستان،اهواز،کارون,2
اصفهان،اصفهان،شهرک آزادی,2
گیلان،رشت،میدان امام حسین,2
کردستان،سنندج،پادگان,2
کرمان،کرمان،خیابان امام جمعه,2
مازندران،بابل،امیرکبیر,2
تهران،تهران،سالاریه,2
مازندران،بابل،آیت الله کاشانی,2
کردستان،سنندج،شهرک نور,2
همدان،همدان،خیابان جهاد,2
تهران،تهران،مدرس,2
فارس،شیراز،جانبازان (پودنک),2
البرز،کرج،اسلام آباد(کرج),2
یزد،یزد،مطهری  -  22 بهمن,2
البرز،هشتگرد و نظرآباد،باغستان(کرج),2
فارس،شیراز،شهرک سجادیه,2
تهران،تهران،بلوار جمهوری اسلامی,2
اصفهان،اصفهان،چیتگر,2
تهران،تهران،جاده فومن,2
تهران،تهران،بهارستان (حومه),2
کرمان،کرمان،میرزا آقاخان,2
تهران،تهران،سید گلسرخ,2
اصفهان،اصفهان،کلاهدوز,2
البرز،کرج،شهر جدید هشتگرد,2
کردستان،سنندج،شهرک پردیس,2
آذربایجان شرقی،تبریز،نیروی هوایی,2
تهران،تهران،شهاب,2
کردستان،سنندج،کمربندی,2
مازندران،آمل،پونک,2
مرکزی،اراک،آزادگان,2
مازندران،سلمانشهر (متل قو)،لاکوده,2
فارس،شیراز،پرستار,2
اصفهان،اصفهان،پل شهرستان,2
تهران،تهران،پادادشهر,2
تهران،تهران،مطهری,2
تهران،تهران،میدان توشیبا,2
فارس،شیراز،رسالت,2
خوزستان،اهواز،شهرک غرب,2
آذربایجان شرقی،تبریز،شریعتی جنوبی,2
خراسان رضوی،سبزوار،توحید,2
کرمان،کرمان،خیابان شهدا زریسف,2
قزوین،قزوین،قلهک,2
گیلان،رشت،مطهری,2
قم،قم،شهید بهشتی,2
تهران،تهران،بلوار مطهری,2
خوزستان،اهواز،شهرک برق,2
البرز،کرج،شهریار,2
آذربایجان شرقی،تبریز،میرداماد,2
تهران،تهران،گلباغ نماز,2
خراسان رضوی،مشهد،جنت آباد,2
تهران،تهران،دهقان ویلا(کرج),2
تهران،تهران،جواهری,2
آذربایجان شرقی،تبریز،میدان آذربایجان,2
تهران،تهران،باقر‌آباد,2
یزد،یزد،آذر یزدی,2
گیلان،رشت،رودباری,2
فارس،شیراز،چنچنه,2
یزد،یزد،پاسداران,2
تهران،تهران،امیر آباد,2
اصفهان،اصفهان،صارمیه,2
البرز،کرج،ملارد,2
بوشهر،بوشهر،شهرک پرواز,2
تهران،تهران،دروازه لاکان,2
تهران،تهران،کلخوران,2
کرمان،جیرفت،سردار جنگل,2
البرز،کرج،کرد محله,2
البرز،کرج،اکبر آباد(کرج),2
همدان،همدان،خیابان پاسداران,2
خوزستان،اهواز،باغ معین,2
اصفهان،اصفهان،آزاد شهر,2
گیلان،رشت،جاده فومن,2
همدان،همدان،خیابان مهدیه,2
کردستان،سنندج،شهرک مولوی,2
تهران،تهران،شهرک وحدت,2
البرز،کرج،آذربایجان,2
البرز،هشتگرد و نظرآباد،کیانپارس غربی,2
فارس،شیراز،شهید آوینی,2
تهران،تهران،امجدیه  -  خاقانی,2
البرز،کرج،هاشمیه,2
تهران،تهران،رشدیه,2
اصفهان،اصفهان،لاله,2
خوزستان،اهواز،کوی رمضان,2
خوزستان،اهواز،سلطان منش,2
کرمان،کرمان،جاده تهران ( شهید آیت اله صدوقی),2
کردستان،سنندج،بهاران 19/2,2
فارس،شیراز،سرداران,2
البرز،کرج،چیتگر,2
گیلان،رشت،شهرک قدس,2
تهران،تهران،بهداشت,2
کرمان،کرمان،خیابان دادبین,2
مازندران،آمل،تهرانپارس (منطقه ۴),2
تهران،تهران،سی متری,2
خوزستان،اهواز،یوسفی,2
خراسان رضوی،مشهد،پرستش,2
آذربایجان شرقی،تبریز،کوی سهند,2
گلستان،گرگان،شهرک فرهنگیان,2
البرز،کرج،خیابان کارگر جنوبی,2
گیلان،رشت،دیانتی,2
گیلان،رشت،علی آباد,2
کرمان،کرمان،بلوار حجاج,2
کردستان،سنندج،صفری,2
تهران،تهران،امام رضا,2
خوزستان،اهواز،دانشگاه شهید چمران(کوی استادان),1
فارس،شیراز،شیخ فضل الله,1
البرز،کرج،جی,1
قم،قم،افسریه,1
مرکزی،اراک،کرهرود,1
کرمانشاه،کرمانشاه،جمهوری,1
آذربایجان شرقی،تبریز،هتل مرمر,1
آذربایجان شرقی،تبریز،ولیعصر غربی,1
تهران،تهران،شهرک گلستان,1
کرمانشاه،کرمانشاه،برق آلستوم,1
تهران،تهران،کارخانه قند(کرج),1
البرز،کرج،یوسف آباد,1
گیلان،رشت،بلوار مطهری,1
کرمان،کرمان،بلوارحمزه,1
کردستان،سنندج،بهاران 19/4,1
خراسان رضوی،مشهد،تهرانسر,1
فارس،شیراز،بلوار 15 خرداد,1
کرمان،کرمان،بلوار شیراز,1
قزوین،قزوین،جنت آباد,1
گیلان،رشت،شاهین ویلا(کرج),1
خوزستان،اهواز،خزانه,1
تهران،تهران،شیوا,1
البرز،کرج،شهر قدس(کرج),1
مازندران،آمل،جمهوری,1
لرستان،خرم آباد،چیتگر,1
آذربایجان شرقی،تبریز،فتح آباد,1
مازندران،بابل،ایستگاه کیاکلا,1
تهران،تهران،گلدشت حافظ,1
قم،قم،سایر مناطق (خارج شهر),1
البرز،کرج،پاسداران,1
بوشهر،بوشهر،تنگک 2,1
مازندران،چالوس، نوشهر و کلارآباد،سعادت آباد,1
کرمان،کرمان،بلوار شهید مفتح,1
اصفهان،اصفهان،روشن‌دشت (حومه),1
تهران،تهران،خیابان شهید رجایی (ملک),1
خراسان رضوی،مشهد،شریعتی,1
فارس،شیراز،بلوار دولت,1
گلستان،گرگان،سیدخندان,1
البرز،هشتگرد و نظرآباد،بلوار شهیدلاری‌نژاد (هشتگرد),1
قم،قم،ابوذر (منطقه 17),1
فارس،شیراز،شهرک ولیعصر,1
کرمان،کرمان،ونک,1
تهران،تهران،شهرک شهید کشوری,1
تهران،تهران،بهشتی(کرج),1
تهران،تهران،جاده طرقبه (حومه),1
یزد،یزد،دانشگاه آزاد اسلامی واحد یزد,1
آذربایجان شرقی،تبریز،کوی امام خمینی,1
خوزستان،اهواز،خیابان کارگر جنوبی,1
کرمانشاه،کرمانشاه،کارمندان,1
اصفهان،اصفهان،شهریار(کرج),1
مازندران،آمل،شهرک غرب,1
یزد،یزد،بلوار دانشگاه,1
البرز،هشتگرد و نظرآباد،راه آهن (هشتگرد),1
مازندران،سلمانشهر (متل قو)،دولت,1
همدان،همدان،میدان شاهد,1
اصفهان،اصفهان،میدان نقش جهان,1
کرمان،کرمان،پونک,1
فارس،شیراز،ظفر,1
گیلان،رشت،پرند,1
اردبیل،اردبیل،شهرک آزادی,1
همدان،همدان،کوی محمدیه,1
البرز،کرج،لشکر,1
اصفهان،اصفهان،بلوار تعاون,1
قم،قم،شهران,1
اصفهان،اصفهان،درچه,1
فارس،شیراز،تهرانپارس (منطقه ۴),1
مازندران،بابل،جنت آباد,1
همدان،همدان،خیابان بوعلی سینا,1
کرمان،جیرفت،سهروردی,1
تهران،تهران،حسین آباد,1
قزوین،قزوین،الهیه,1
اصفهان،اصفهان،شیخ طوسی,1
اصفهان،اصفهان،قائم مقام  -  سنائی,1
فارس،شیراز،قائم مقام  -  سنائی,1
گیلان،رشت،گوهردشت(کرج),1
تهران،تهران،دانیال,1
اصفهان،اصفهان،زرکش,1
فارس،شیراز،پایگاه هوایی,1
کرمان،کرمان،شهرک نیکزاد,1
خراسان شمالی،بجنورد،مجتمع مسکونی گلستان,1
یزد،یزد،بلوار دولت آباد,1
تهران،تهران،بهمنی,1
مرکزی،اراک،گیشا,1
یزد،یزد،گیشا,1
تهران،تهران،ولایت,1
مازندران،بابل،فلسطین,1
مازندران،بابل،تهرانسر,1
تهران،تهران،کوی استادان,1
گیلان،رشت،انام,1
همدان،همدان،خیابان دکتر علی شریعتی,1
کرمان،کرمان،خیابان بهمنیار,1
البرز،کرج،نارمک,1
کردستان،سنندج،پل بند (نظام‌آباد),1
خراسان رضوی،مشهد،خیابان مهدیه,1
تهران،تهران،خوراسگان,1
همدان،همدان،میدان فردوسی,1
تهران،تهران،اتوبان صیاد شیرازی,1
کرمان،کرمان،بلوار 24 آذر,1
تهران،تهران،شهرک صنعتی شماره 2 (ایبک آباد),1
قم،قم،هروی,1
تهران،تهران،بلوار آزادی,1
تهران،تهران،لشکر آباد,1
البرز،کرج،کارگر شمالی,1
خراسان رضوی،سبزوار،کیانمهر(کرج),1
فارس،شیراز،ولیعصر,1
تهران،تهران،دیانتی,1
تهران،تهران،حسن آباد(کرج),1
همدان،همدان،شهرک فرهنگیان,1
البرز،کرج،شهرک محلاتی,1
فارس،شیراز،کوی بیمه,1
آذربایجان شرقی،تبریز،میدان بسیج,1
فارس،شیراز،شهرک پرواز,1
البرز،کرج،تهرانپارس (منطقه 8),1
کرمان،کرمان،خیابان سرباز,1
اصفهان،اصفهان،دبستان  -  مجیدیه,1
تهران،تهران،مطهری (منطقه ۱۵),1
آذربایجان شرقی،تبریز،آخر مارالان,1
البرز،کرج،شیخ بهایی,1
البرز،کرج،تهران ویلا,1
البرز،کرج،نیایش,1
خراسان رضوی،مشهد،سعادت آباد,1
خوزستان،اهواز،بهارستان (حومه),1
خراسان رضوی،مشهد،پونک,1
البرز،کرج،اشرفی اصفهانی,1
خوزستان،اهواز،کمپلو جنوبی,1
اصفهان،اصفهان،تهران_آزادی,1
همدان،همدان،تپه هگمتانه,1
آذربایجان غربی،ارومیه،پرند,1
تهران،تهران،شهرک سعدی فاز 1,1
گیلان،رشت،آج بیشه,1
تهران،تهران،سرحد آباد(کرج),1
کرمان،کرمان،بلوار امام حسین,1
گیلان،رشت،ضیابری,1
قم،قم،فاطمی,1
آذربایجان شرقی،تبریز،فردوس,1
تهران،تهران،ابوطالب,1
گیلان،رشت،نارمک,1
کردستان،سنندج،ادب,1
مرکزی،اراک،شهرک امین,1
گیلان،رشت،شهرداری,1
خوزستان،اهواز،فاز 4 کوروش,1
فارس،شیراز،شهید مطهری,1
فارس،شیراز،شهرک صنعتی,1
اصفهان،اصفهان،کوی بیمه,1
خوزستان،اهواز،سوهانک,1
فارس،شیراز،چهل مقام,1
آذربایجان شرقی،تبریز،استادان,1
کرمان،کرمان،بزرگراه امام رضا,1
کردستان،سنندج،حسن آباد,1
تهران،تهران،صیاد‌شیرازی,1
البرز،کرج،دزاشیب  -  جوزستان,1
اصفهان،اصفهان،تهرانپارس (منطقه 8),1
فارس،شیراز،سایر,1
تهران،تهران،خاورداران,1
قزوین،قزوین،سبزه میدان,1
البرز،کرج،خانی آباد,1
کرمان،کرمان،خیابان مدیریت,1
خراسان رضوی،سبزوار،میانرود,1
یزد،یزد،جوان,1
اصفهان،اصفهان،شهرک غرب,1
تهران،تهران،مهرگان,1
تهران،تهران،جانبازان,1
اصفهان،اصفهان،پونک,1
تهران،تهران،راه‌آهن,1
آذربایجان شرقی،تبریز،کوی طالقانی,1
کرمانشاه،کرمانشاه،الهیه,1
آذربایجان شرقی،تبریز،امیرکبیر,1
تهران،تهران،شهرک قدس,1
البرز،هشتگرد و نظرآباد،فاز سه (شهر جدید هشتگرد),1
کرمان،کرمان،اشرفی اصفهانی,1
یزد،یزد،کامرانیه,1
همدان،همدان،کوی شهید چمران,1
تهران،تهران،شهریار(کرج),1
مازندران،آمل،نارمک,1
فارس،شیراز،گلدشت محمدی,1
مرکزی،اراک،خیابان شریعتی,1
یزد،یزد،میدان مدرسی,1
تهران،تهران،شهرک بهار,1
خوزستان،اهواز،شهرآرا,1
آذربایجان شرقی،تبریز،بازار,1
تهران،تهران،کیانپارس غربی,1
تهران،تهران،مصلی,1
قزوین،قزوین،پونک,1
البرز،کرج،تهران نو,1
تهران،تهران،گلسار,1
خراسان رضوی،مشهد،فرمانیه,1
خراسان رضوی،مشهد،یافت آباد,1
خوزستان،اهواز،بلوار تخت جمشید,1
اصفهان،اصفهان،دروازه دولت,1
فارس،شیراز،نارمک,1
آذربایجان شرقی،تبریز،ارم,1
تهران،تهران،هشت‌بهشت,1
البرز،کرج،اتوبان همت,1
مازندران،ساری،تهرانپارس (منطقه ۴),1
کرمان،کرمان،محله سرآسیاب,1
آذربایجان شرقی،تبریز،راهنمایی و رانندگی,1
اصفهان،اصفهان،نوروزیان,1
اصفهان،اصفهان،مدرس,1
مرکزی،اراک،تهرانپارس (منطقه 8),1
کرمان،کرمان،ده ونک,1
فارس،شیراز،شهرک نفت,1
تهران،تهران،طالب آملی,1
اصفهان،اصفهان،طالقانی(کرج),1
اصفهان،اصفهان،رودکی,1
یزد،یزد،مسکن,1
اصفهان،اصفهان،کارگر شمالی,1
تهران،تهران،کیاکلا (هیچرود),1
مازندران،آمل،اوین,1
قم،قم،انصارالحسین,1
کرمان،کرمان،شیخ احمد کافی,1
فارس،شیراز،زندیه,1
خراسان رضوی،مشهد،احمد آباد,1
مرکزی،اراک،چهاردانگه,1
گیلان،رشت،جاده تهران,1
همدان،همدان،میدان رسالت,1
البرز،کرج،سهروردی,1
یزد،یزد،کسنویه,1
فارس،شیراز،سراج,1
خراسان رضوی،سبزوار،سربداران,1
تهران،تهران،صفاری,1
اصفهان،اصفهان،گلشهر(کرج),1
همدان،همدان،کوی استادان,1
همدان،همدان،کوی بیمه,1
قم،قم،سردار جنگل,1
تهران،تهران،مازیار,1
گیلان،رشت،فلکه جهاد,1
تهران،تهران،فلکه گاز (آزادی),1
خراسان رضوی،مشهد،گوهردشت(کرج),1
البرز،کرج،شاهین‌شهر (حومه),1
مازندران،ساری،مازیار,1
تهران،تهران،حافظ,1
البرز،کرج،دروازه شمیران,1
تهران،تهران،حمیدیان,1
البرز،کرج،جمهوری,1
فارس،شیراز،کار اندیش,1
البرز،کرج،شهرک الهیه غرب,1
آذربایجان شرقی،تبریز،کوی بهشتی,1
خراسان رضوی،مشهد،چهارراه لشگر,1
قم،قم،آزادی,1
یزد،یزد،میدان امام حسین,1
مرکزی،اراک،خیابان دانشگاه,1
همدان،همدان،زنجان,1
تهران،تهران،شهرک اندیشه فاز 3(کرج),1
تهران،تهران،قراملک,1
فارس،شیراز،گلشهر(کرج),1
اصفهان،اصفهان،کردآباد,1
البرز،هشتگرد و نظرآباد،گلشهر(کرج),1
تهران،تهران،قدوسی شرقی,1
تهران،تهران،هفت تنان,1
البرز،کرج،کرج - گوهردشت,1
قزوین،قزوین،باقر‌آباد,1
اصفهان،اصفهان،سازمان برنامه,1
کردستان،سنندج،کانی کوزله,1
فارس،شیراز،شهرک اکباتان,1
خراسان رضوی،مشهد،زنبیل آباد (شهید صدوقی),1
خوزستان،اهواز،زویه1(کوروش),1
اصفهان،اصفهان،تهرانسر,1
خراسان رضوی،مشهد،صادقیه,1
تهران،تهران،شهرک شهاب نیا,1
اصفهان،اصفهان،دیباجی,1
البرز،کرج،اتوبان بابایی,1
یزد،یزد،میدان جانباز,1
البرز،هشتگرد و نظرآباد،شهرک‌ بعثت (هشتگرد),1
تهران،تهران،خیابان شهید مصطفی خمینی,1
یزد،یزد،میدان ابوالفضل,1
البرز،کرج،گیشا,1
تهران،تهران،شاهین (منطقه 14 ),1
تهران،تهران،حرم,1
آذربایجان شرقی،تبریز،شهرک اندیشه فاز 3(کرج),1
تهران،تهران،سروش جنگل,1
تهران،تهران،بعثت,1
مرکزی،اراک،خیابان جهاد (هپکو),1
کرمانشاه،کرمانشاه،زیباشهر,1
گیلان،رشت،اختیاریه,1
تهران،تهران،حصار(کرج),1
تهران،تهران،میدان آزادی,1
کرمانشاه،کرمانشاه،جمهوری اسلامی  -  امام جعفر صادق,1
گیلان،رشت،بوسار,1
البرز،کرج،مشهد,1
کرمان،کرمان،تهرانسر,1
تهران،تهران،هنرستان,1
تهران،تهران،کوی مهدی,1
تهران،تهران،حصارک(کرج),1
کرمانشاه،کرمانشاه،ونک,1
گیلان،رشت،صفاری,1
کرمان،کرمان،پارک نشاط,1
تهران،تهران،سرتل,1
یزد،یزد،بلوار دانشجو,1
کردستان،سنندج،بهاران,1
البرز،کرج،فلسطین  -  انقلاب,1
آذربایجان غربی،ارومیه،گلشهر1,1
کردستان،سنندج،شریف‌ آباد,1
اصفهان،اصفهان،شهرک صنعتی شریف,1
مرکزی،اراک،شهران,1
گیلان،رشت،مشیریه,1
کرمانشاه،کرمانشاه،شهرک غرب,1
گیلان،رشت،گیشا,1
اصفهان،اصفهان،ابوذر (منطقه 15),1
قزوین،قزوین،نارمک,1
هرمزگان،بندرعباس،بلوار امام حسین,1
مازندران،ساری،طوقچی  ( میدان قدس),1
قزوین،قزوین،هنرستان,1
البرز،کرج،عباس آباد,1
البرز،کرج،شمس آباد  -  مجیدیه,1
البرز،کرج،میرداماد,1
البرز،کرج،استاد معین,1
تهران،تهران،حسین آباد(کرج),1
تهران،تهران،کوی فرهنگیان,1
گیلان،رشت،حکیمیه,1
فارس،شیراز،شهرک سامان,1
البرز،کرج،کرج,1
تهران،تهران،میدان جهاد,1
گیلان،رشت،میرداماد,1
اصفهان،اصفهان،ابن سینا,1
تهران،تهران،فلسطین,1
البرز،کرج،حصار(کرج),1
تهران،تهران،تحویلی,1
تهران،تهران،شاهین,1
البرز،کرج،مطهری (منطقه ۷),1
تهران،تهران،شورا,1
تهران،تهران،گلستان جنوبی,1
اصفهان،اصفهان،نیاوران,1
کرمان،جیرفت،شهرک شهید رجایی,1
تهران،تهران،شهرک الهیه,1
اصفهان،اصفهان،شیخ بهایی,1
تهران،تهران،کشاورز غربی,1
آذربایجان شرقی،تبریز،پاسداران,1
اصفهان،اصفهان،نصرآباد ( اتشگاه),1
البرز،کرج،شهر جدید اندیشه,1
البرز،کرج،ولیعصر,1
یزد،یزد،ولی عصر  -  پل تقوی,1
یزد،یزد،شهرک طوبا,1
تهران،تهران،سپاهان شهر,1
یزد،یزد،شهید شریف  -  وکیل,1
تهران،تهران،معلم,1
اصفهان،اصفهان،پل تمدن,1
یزد،یزد،بهاران,1
تهران،تهران،شیخ فضل الله نوری,1
