,0
سیستان و بلوچستان،زاهدان،بلوار معلم,7
مرکزی،اراک،شهرک الغدیر,7
آذربایجان شرقی،تبریز،فردوس,7
خراسان رضوی،مشهد،پردیسان,7
کرمانشاه،کرمانشاه،شهرک امام خمینی,7
تهران،تهران،سئول,7
اصفهان،اصفهان،مسجد سیّد,7
فارس،شیراز،نمازی,7
گیلان،رشت،پیربازار,7
همدان،همدان،میدان شاهد,7
آذربایجان شرقی،تبریز،ولیعصر جنوبی,7
گیلان،رشت،پیرکلاچاه,7
لرستان،خرم آباد،کرگانه,6
کرمانشاه،کرمانشاه،آناهیتا,6
قم،قم،باجک (19 دی),6
همدان،همدان،کوی استادان,6
یزد،یزد،دشتی  -  ارتش,6
آذربایجان شرقی،تبریز،قبرستان مارالان,6
آذربایجان غربی،ارومیه،ریحان اباد,6
مازندران،سلمانشهر (متل قو)،متل قو,6
خراسان رضوی،مشهد،بلوار فردوسی,6
مرکزی،اراک،کشتارگاه,6
یزد،یزد،شاهدیه,6
قم،قم،هفت تیر,6
کردستان،سنندج،بهاران 1/17,6
آذربایجان شرقی،تبریز،منطقه صنعتی تبریز,6
گیلان،رشت،معلم,6
تهران،تهران،بلوار کشاورز,6
کردستان،سنندج،نایسر,5
کرمان،کرمان،خیابان هزار و یک شب,5
خراسان شمالی،بجنورد،پردیس,5
اصفهان،اصفهان،حصه,5
فارس،شیراز،جانبازان (پودنک),5
اصفهان،اصفهان،شمس آبادی,5
فارس،شیراز،بلوار دولت,5
همدان،همدان،سایر- کرج,5
کرمان،کرمان،بلوار جمهوری اسلامی,5
کردستان،سنندج،عباس‌ آباد,5
گیلان،رشت،جماران,5
تهران،تهران،حاجی‌آباد,5
البرز،کرج،کارخانه قند(کرج),5
تهران،تهران،شاهین ویلا(کرج),5
کرمانشاه،کرمانشاه،کیهانشهر,5
آذربایجان غربی،ارومیه،مدنی1,5
کرمان،کرمان،بلوار شیراز,4
تهران،تهران،حافظیه,4
کردستان،سنندج،فیض اباد,4
سمنان،سمنان،مهدیشهر,4
تهران،تهران،نواب صفوی,4
قم،قم،عماریاسر,4
خوزستان،اهواز،کوی 22 بهمن,4
مازندران،بابل،شهرک بهزاد,4
لرستان،خرم آباد،ماسور (منطقه8),4
اصفهان،اصفهان،ناژوان,4
همدان،همدان،30 متری سعیدیه,4
آذربایجان شرقی،تبریز،نیروی هوایی,4
البرز،کرج،حسن آباد(کرج),4
قزوین،قزوین،نوروزیان,4
خراسان رضوی،مشهد،رضا‌شهر,3
کردستان،سنندج،گلشن,3
کرمانشاه،کرمانشاه،جعفرآباد,3
تهران،تهران،اتوبان کردستان,3
سمنان،سمنان،درجزین,3
مرکزی،اراک،آیت الله غفاری,3
اصفهان،اصفهان،پل تمدن,3
گیلان،رشت،عینک,3
تهران،تهران،میدان اقبال,3
آذربایجان غربی،ارومیه،چهارراه شورا,3
قم،قم،بلوار 15 خرداد,3
آذربایجان شرقی،تبریز،میرداماد,3
قزوین،قزوین،مولوی,3
سیستان و بلوچستان،زاهدان،نصر,3
کردستان،سنندج،شهرک سعدی فاز 1,3
کردستان،سنندج،پاسداران (۶ بهمن),3
تهران،تهران،مارلیک(کرج),3
گیلان،رشت،آتشگاه,3
تهران،تهران،آهنگ,2
قزوین،قزوین،شهرک عارف,2
البرز،کرج،شهرک بنفشه(کرج),2
تهران،تهران،معراج,2
سمنان،سمنان،امام حسین,2
سیستان و بلوچستان،زاهدان،بلوار بعثت,2
کرمانشاه،کرمانشاه،شاطرآباد,2
فارس،شیراز،سفیرشمالی,2
فارس،شیراز،صنایع (میرزای شیرازی),2
کرمانشاه،کرمانشاه،سراب قنبر,2
خراسان رضوی،مشهد،حرم‌مطهر,2
کردستان،سنندج،شریف آباد,2
یزد،یزد،بلوار دانشجو,2
بوشهر،بوشهر،سنگی,2
تهران،تهران،ازگل,2
خوزستان،اهواز،شهرک برق,2
همدان،همدان،کوی منوچهری,2
خوزستان،اهواز،کوی سپیدار,2
اصفهان،اصفهان،سپاهان‌شهر (حومه),2
کرمانشاه،کرمانشاه،جوادیه,2
کردستان،سنندج،سیروس,2
قزوین،قزوین،ملاصدرا,2
البرز،کرج،آیت الله کاشانی,2
خراسان رضوی،مشهد،فلسطین,2
گیلان،رشت،سعدی,2
کردستان،سنندج،شهرک کشاورز,2
یزد،یزد،خاتمی,2
کرمان،کرمان،خیابان سرباز,2
آذربایجان غربی،ارومیه،سرداران2,2
اصفهان،اصفهان،مشتاق,2
قزوین،قزوین،دوراه همدان,2
آذربایجان غربی،ارومیه،شهید رجایی,2
فارس،شیراز،پاسداران,2
آذربایجان شرقی،تبریز،کوی بهشتی,1
سمنان،سمنان،شهرک مسکن مهر,1
لرستان،خرم آباد،زیبا کنار,1
همدان،همدان،شهرک الوند,1
سیستان و بلوچستان،زاهدان،بزرگمهر,1
کرمان،کرمان،بزرگراه آیت اله خامنه ای,1
خوزستان،اهواز،فاز 5 پادادشهر,1
لرستان،خرم آباد،کریم خان زند,1
سمنان،سمنان،نهضت,1
گیلان،رشت،شهید انصاری,1
گیلان،رشت،معلولین,1
قم،قم،کلهری,1
کرمان،کرمان،محله توکل آباد,1
اصفهان،اصفهان،سعادت‌آباد,1
سیستان و بلوچستان،زاهدان،بهشتی,1
آذربایجان شرقی،تبریز،کوی لاله,1
اصفهان،اصفهان،شهرک شهید کشوری,1
چهارمحال و بختیاری،شهرکرد،حافظ شمالی,1
فارس،شیراز،پارامونت,1
تهران،تهران،فردوس غرب,1
آذربایجان شرقی،تبریز،ولیعصر,1
مازندران،ساری،ساری,1
اصفهان،اصفهان،کوی ولی عصر,1
قزوین،قزوین،راه‌آهن,1
اصفهان،اصفهان،شیخ طوسی,1
همدان،همدان،خیابان میرزاده عشقی,1
گلستان،گرگان،سایر,1
سمنان،سمنان،استقلال,1
کرمانشاه،کرمانشاه،تعاون,1
آذربایجان شرقی،تبریز،شفیع زاده,1
خراسان رضوی،مشهد،سید‌رضی,1
مازندران،آمل،امام رضا,1
اصفهان،اصفهان،آزادگان,1
البرز،کرج،دروازه دولت,1
همدان،همدان،خیابان دکتر چمران,1
خوزستان،اهواز،گلستان جنوبی,1
همدان،همدان،18 متری ابوذر,1
خوزستان،اهواز،بهارستان,1
تهران،تهران،قلی پور,1
بوشهر،بوشهر،دواس,1
بوشهر،بوشهر،عاشوری,1
فارس،شیراز،والفجر,1
کردستان،سنندج،صفری,1
تهران،تهران،مالک اشتر,1
خوزستان،اهواز،گلدشت,1
بوشهر،بوشهر،بهشت صادق,1
مازندران،چالوس، نوشهر و کلارآباد،انارور (نوشهر),1
قم،قم،طرشت,1
فارس،شیراز،بلوار نصر,1
